ticker,corp_name,market
001500,현대차증권,KOSPI
011760,현대코퍼레이션,KOSPI
227840,현대코퍼레이션홀딩스,KOSPI
126560,현대퓨처넷,KOSPI
001450,현대해상,KOSPI
057050,현대홈쇼핑,KOSPI
093240,형지엘리트,KOSPI
003010,혜인,KOSPI
111110,호전실업,KOSPI
008770,호텔신라,KOSPI
008775,호텔신라우,KOSPI
002460,화성산업,KOSPI
378850,화승알앤에이,KOSPI
241590,화승엔터프라이즈,KOSPI
006060,화승인더,KOSPI
013520,화승코퍼레이션,KOSPI
010690,화신,KOSPI
133820,화인베스틸,KOSPI
010660,화천기계,KOSPI
000850,화천기공,KOSPI
016580,환인제약,KOSPI
032560,황금에스티,KOSPI
004800,효성,KOSPI
094280,효성ITX,KOSPI
298040,효성중공업,KOSPI
298050,효성첨단소재,KOSPI
298020,효성티앤씨,KOSPI
298000,효성화학,KOSPI
093370,후성,KOSPI
081660,휠라홀딩스,KOSPI
005870,휴니드,KOSPI
079980,휴비스,KOSPI
005010,휴스틸,KOSPI
069260,휴켐스,KOSPI
000540,흥국화재,KOSPI
000547,흥국화재2우B,KOSPI
000545,흥국화재우,KOSPI
003280,흥아해운,KOSPI
060310,3S,KOSDAQ
054620,APS홀딩스,KOSDAQ
265520,AP시스템,KOSDAQ
211270,AP위성,KOSDAQ
032790,BNGT,KOSDAQ
013720,CBI,KOSDAQ
035760,CJ ENM,KOSDAQ
051500,CJ프레시웨이,KOSDAQ
058820,CMG제약,KOSDAQ
023460,CNH,KOSDAQ
056730,CNT85,KOSDAQ
056000,COWON,KOSDAQ
065770,CS,KOSDAQ
083660,CSA 코스믹,KOSDAQ
367340,DB금융스팩8호,KOSDAQ
367360,DB금융스팩9호,KOSDAQ
068790,DMS,KOSDAQ
241520,DSC인베스트먼트,KOSDAQ
245620,EDGC,KOSDAQ
037370,EG,KOSDAQ
079190,EMW,KOSDAQ
050120,ES큐브,KOSDAQ
214270,FSN,KOSDAQ
130500,GH신소재,KOSDAQ
900290,GRT,KOSDAQ
083450,GST,KOSDAQ
045890,GV,KOSDAQ
297890,HB솔루션,KOSDAQ
078150,HB테크놀러지,KOSDAQ
195940,HK이노엔,KOSDAQ
036640,HRS,KOSDAQ
335870,IBKS제12호스팩,KOSDAQ
351340,IBKS제13호스팩,KOSDAQ
351320,IBKS제14호스팩,KOSDAQ
373200,IBKS제15호스팩,KOSDAQ
388790,IBKS제16호스팩,KOSDAQ
095340,ISC,KOSDAQ
099520,ITX-AI,KOSDAQ
950170,JTC,KOSDAQ
067290,JW신약,KOSDAQ
035900,JYP Ent.,KOSDAQ
024840,KBI메탈,KOSDAQ
024120,KB오토시스,KOSDAQ
021320,KCC건설,KOSDAQ
036670,KCI,KOSDAQ
044180,KD,KOSDAQ
151860,KG ETS,KOSDAQ
046440,KG모빌리언스,KOSDAQ
035600,KG이니시스,KOSDAQ
226360,KH E&T,KOSDAQ
111870,KH 일렉트론,KOSDAQ
060720,KH바텍,KOSDAQ
122450,KMH,KOSDAQ
052900,KMH하이텍,KOSDAQ
058400,KNN,KOSDAQ
114450,KPX생명과학,KOSDAQ
060370,KT서브마린,KOSDAQ
108320,LX세미콘,KOSDAQ
160550,NEW,KOSDAQ
053290,NE능률,KOSDAQ
104200,NHN벅스,KOSDAQ
060250,NHN한국사이버결제,KOSDAQ
030190,NICE평가정보,KOSDAQ
078590,OQP,KOSDAQ
024940,PN풍년,KOSDAQ
218410,RFHIC,KOSDAQ
327260,RF머트리얼즈,KOSDAQ
091340,S&K폴리텍,KOSDAQ
019550,SBI인베스트먼트,KOSDAQ
950110,SBI핀테크솔루션즈,KOSDAQ
046140,SBS콘텐츠허브,KOSDAQ
036120,SCI평가정보,KOSDAQ
099220,SDN,KOSDAQ
036540,SFA반도체,KOSDAQ
255220,SG,KOSDAQ
040610,SG&G,KOSDAQ
049470,SGA,KOSDAQ
184230,SGA솔루션즈,KOSDAQ
016250,SGC이테크건설,KOSDAQ
337450,SK5호스팩,KOSDAQ
340350,SK6호스팩,KOSDAQ
036490,SK머티리얼즈,KOSDAQ
048550,SM C&C,KOSDAQ
063440,SM Life Design,KOSDAQ
950180,SNK,KOSDAQ
289080,SV인베스트먼트,KOSDAQ
089230,THE E&M,KOSDAQ
161570,THE MIDONG,KOSDAQ
192410,THQ,KOSDAQ
032540,TJ미디어,KOSDAQ
048770,TPC,KOSDAQ
246690,TS인베스트먼트,KOSDAQ
317240,TS트릴리온,KOSDAQ
038340,UCI,KOSDAQ
073570,WI,KOSDAQ
057030,YBM넷,KOSDAQ
040300,YTN,KOSDAQ
051390,YW,KOSDAQ
052220,iMBC,KOSDAQ
079940,가비아,KOSDAQ
078890,가온미디어,KOSDAQ
036620,감성코퍼레이션,KOSDAQ
217730,강스템바이오텍,KOSDAQ
114190,강원에너지,KOSDAQ
094480,갤럭시아머니트리,KOSDAQ
063080,게임빌,KOSDAQ
039240,경남스틸,KOSDAQ
053950,경남제약,KOSDAQ
223310,경남제약헬스케어,KOSDAQ
011040,경동제약,KOSDAQ
024910,경창산업,KOSDAQ
198440,고려시멘트,KOSDAQ
049720,고려신용정보,KOSDAQ
014570,고려제약,KOSDAQ
348150,고바이오랩,KOSDAQ
098460,고영,KOSDAQ
035290,골드앤에스,KOSDAQ
038530,골드퍼시픽,KOSDAQ
900280,골든센츄리,KOSDAQ
215000,골프존,KOSDAQ
121440,골프존뉴딘홀딩스,KOSDAQ
014200,광림,KOSDAQ
026910,광진실업,KOSDAQ
090150,광진윈텍,KOSDAQ
355150,교보10호스팩,KOSDAQ
331520,교보9호스팩,KOSDAQ
053270,구영테크,KOSDAQ
066620,국보디자인,KOSDAQ
043650,국순당,KOSDAQ
006050,국영지앤엠,KOSDAQ
060480,국일신동,KOSDAQ
078130,국일제지,KOSDAQ
307750,국전약품,KOSDAQ
204020,그리티,KOSDAQ
186230,그린플러스,KOSDAQ
900070,글로벌에스엠,KOSDAQ
204620,글로벌텍스프리,KOSDAQ
019660,글로본,KOSDAQ
053260,금강철강,KOSDAQ
036190,금화피에스시,KOSDAQ
049080,기가레인,KOSDAQ
035460,기산텔레콤,KOSDAQ
308100,까스텔바작,KOSDAQ
187790,나노,KOSDAQ
286750,나노브릭,KOSDAQ
151910,나노스,KOSDAQ
121600,나노신소재,KOSDAQ
247660,나노씨엠에스,KOSDAQ
039860,나노엔텍,KOSDAQ
091970,나노캠텍,KOSDAQ
051490,나라엠앤디,KOSDAQ
190510,나무가,KOSDAQ
242040,나무기술,KOSDAQ
089600,나스미디어,KOSDAQ
293580,나우IB,KOSDAQ
138610,나이벡,KOSDAQ
130580,나이스디앤비,KOSDAQ
036800,나이스정보통신,KOSDAQ
267320,나인테크,KOSDAQ
111710,남화산업,KOSDAQ
091590,남화토건,KOSDAQ
168330,내츄럴엔도텍,KOSDAQ
094860,네오리진,KOSDAQ
253590,네오셈,KOSDAQ
212560,네오오토,KOSDAQ
095660,네오위즈,KOSDAQ
042420,네오위즈홀딩스,KOSDAQ
950220,네오이뮨텍(Reg.S),KOSDAQ
311390,네오크레마,KOSDAQ
085910,네오티스,KOSDAQ
092730,네오팜,KOSDAQ
290660,네오펙트,KOSDAQ
306620,네온테크,KOSDAQ
153460,네이블,KOSDAQ
007390,네이처셀,KOSDAQ
033640,네패스,KOSDAQ
330860,네패스아크,KOSDAQ
089140,넥스턴바이오,KOSDAQ
065170,넥스트BT,KOSDAQ
137940,넥스트아이,KOSDAQ
348210,넥스틴,KOSDAQ
041140,넥슨지티,KOSDAQ
217270,넵튠,KOSDAQ
225570,넷게임즈,KOSDAQ
104620,노랑풍선,KOSDAQ
194700,노바렉스,KOSDAQ
285490,노바텍,KOSDAQ
278650,노터스,KOSDAQ
142280,녹십자엠에스,KOSDAQ
234690,녹십자웰빙,KOSDAQ
065560,녹원씨엔아이,KOSDAQ
054050,농우바이오,KOSDAQ
069140,누리플랜,KOSDAQ
040160,누리플렉스,KOSDAQ
126870,뉴로스,KOSDAQ
060260,뉴보텍,KOSDAQ
012340,뉴인텍,KOSDAQ
214870,뉴지랩파마,KOSDAQ
270870,뉴트리,KOSDAQ
144960,뉴파워프라즈마,KOSDAQ
085670,뉴프렉스,KOSDAQ
119860,다나와,KOSDAQ
064260,다날,KOSDAQ
093640,다믈멀티미디어,KOSDAQ
340360,다보링크,KOSDAQ
039560,다산네트웍스,KOSDAQ
032190,다우데이타,KOSDAQ
068240,다원시스,KOSDAQ
020400,대동금속,KOSDAQ
008830,대동기어,KOSDAQ
048470,대동스틸,KOSDAQ
004780,대륙제관,KOSDAQ
017650,대림제지,KOSDAQ
007720,대명소노시즌,KOSDAQ
317850,대모,KOSDAQ
290670,대보마그네틱,KOSDAQ
078140,대봉엘에스,KOSDAQ
036480,대성미생물,KOSDAQ
025440,대성엘텍,KOSDAQ
027830,대성창투,KOSDAQ
104040,대성파인텍,KOSDAQ
387310,대신밸런스제10호스팩,KOSDAQ
397500,대신밸런스제11호스팩,KOSDAQ
332290,대신밸런스제7호스팩,KOSDAQ
336570,대신밸런스제8호스팩,KOSDAQ
369370,대신밸런스제9호스팩,KOSDAQ
020180,대신정보통신,KOSDAQ
045390,대아티아이,KOSDAQ
108380,대양전기공업,KOSDAQ
006580,대양제지,KOSDAQ
007680,대원,KOSDAQ
048910,대원미디어,KOSDAQ
005710,대원산업,KOSDAQ
290380,대유,KOSDAQ
290120,대유에이피,KOSDAQ
120240,대정화금,KOSDAQ
003310,대주산업,KOSDAQ
078600,대주전자재료,KOSDAQ
096350,대창솔루션,KOSDAQ
140520,대창스틸,KOSDAQ
131220,대한과학,KOSDAQ
010170,대한광통신,KOSDAQ
060900,대한그린파워,KOSDAQ
054670,대한뉴팜,KOSDAQ
023910,대한약품,KOSDAQ
021040,대호특수강,KOSDAQ
021045,대호특수강우,KOSDAQ
067080,대화제약,KOSDAQ
298540,더네이쳐홀딩스,KOSDAQ
299170,더블유에스아이,KOSDAQ
213420,덕산네오룩스,KOSDAQ
317330,덕산테코피아,KOSDAQ
077360,덕산하이메탈,KOSDAQ
090410,덕신하우징,KOSDAQ
263600,덕우전자,KOSDAQ
194480,데브시스터즈,KOSDAQ
263800,데이타솔루션,KOSDAQ
206560,덱스터,KOSDAQ
261200,덴티스,KOSDAQ
067990,도이치모터스,KOSDAQ
006620,동구바이오제약,KOSDAQ
100130,동국S&C,KOSDAQ
005160,동국산업,KOSDAQ
075970,동국알앤에스,KOSDAQ
086450,동국제약,KOSDAQ
099410,동방선기,KOSDAQ
033500,동성화인텍,KOSDAQ
025950,동신건설,KOSDAQ
088130,동아엘텍,KOSDAQ
041930,동아화성,KOSDAQ
060380,동양에스텍,KOSDAQ
079960,동양이엔피,KOSDAQ
228340,동양파일,KOSDAQ
088910,동우팜투테이블,KOSDAQ
094170,동운아나텍,KOSDAQ
013120,동원개발,KOSDAQ
109860,동일금속,KOSDAQ
032960,동일기연,KOSDAQ
023790,동일철강,KOSDAQ
005290,동진쎄미켐,KOSDAQ
025900,동화기업,KOSDAQ
073190,듀오백,KOSDAQ
030350,드래곤플라이,KOSDAQ
203650,드림시큐리티,KOSDAQ
223250,드림씨아이에스,KOSDAQ
060570,드림어스컴퍼니,KOSDAQ
217620,디딤,KOSDAQ
187870,디바이스이엔지,KOSDAQ
066670,디스플레이텍,KOSDAQ
110990,디아이티,KOSDAQ
263690,디알젬,KOSDAQ
214680,디알텍,KOSDAQ
263720,디앤씨미디어,KOSDAQ
376300,디어유,KOSDAQ
109740,디에스케이,KOSDAQ
131030,디에이치피코리아,KOSDAQ
196490,디에이테크놀로지,KOSDAQ
066900,디에이피,KOSDAQ
127120,디엔에이링크,KOSDAQ
092070,디엔에프,KOSDAQ
134580,디엠티,KOSDAQ
039840,디오,KOSDAQ
219550,디와이디대양,KOSDAQ
104460,디와이피엔에프,KOSDAQ
079810,디이엔티,KOSDAQ
113810,디젠스,KOSDAQ
043360,디지아이,KOSDAQ
197140,디지캡,KOSDAQ
106520,디지탈옵틱,KOSDAQ
068930,디지털대성,KOSDAQ
033130,디지틀조선,KOSDAQ
105740,디케이락,KOSDAQ
263020,디케이앤디,KOSDAQ
290550,디케이티,KOSDAQ
187220,디티앤씨,KOSDAQ
131180,딜리,KOSDAQ
315640,딥노이드,KOSDAQ
317120,라닉스,KOSDAQ
042510,라온시큐어,KOSDAQ
232680,라온테크,KOSDAQ
300120,라온피플,KOSDAQ
171120,라이온켐텍,KOSDAQ
069540,라이트론,KOSDAQ
347700,라이프시맨틱스,KOSDAQ
214260,라파스,KOSDAQ
171010,램테크놀러지,KOSDAQ
084650,랩지노믹스,KOSDAQ
217500,러셀,KOSDAQ
141080,레고켐바이오,KOSDAQ
060300,레드로버,KOSDAQ
038390,레드캡투어,KOSDAQ
294140,레몬,KOSDAQ
228670,레이,KOSDAQ
228850,레이언스,KOSDAQ
281740,레이크머티리얼즈,KOSDAQ
277810,레인보우로보틱스,KOSDAQ
215100,로보로보,KOSDAQ
090360,로보스타,KOSDAQ
108490,로보티즈,KOSDAQ
900260,로스웰,KOSDAQ
067730,로지시스,KOSDAQ
071280,로체시스템즈,KOSDAQ
038060,루멘스,KOSDAQ
085370,루트로닉,KOSDAQ
08537M,루트로닉3우C,KOSDAQ
060240,룽투코리아,KOSDAQ
058470,리노공업,KOSDAQ
039980,리노스,KOSDAQ
019570,리더스 기술투자,KOSDAQ
016100,리더스코스메틱,KOSDAQ
012700,리드코프,KOSDAQ
302550,리메드,KOSDAQ
377450,리파인,KOSDAQ
029480,릭스솔루션,KOSDAQ
277070,린드먼아시아,KOSDAQ
042500,링네트,KOSDAQ
219420,링크제니시스,KOSDAQ
195500,마니커에프앤지,KOSDAQ
222810,마이더스AI,KOSDAQ
305090,마이크로디지탈,KOSDAQ
098120,마이크로컨텍솔,KOSDAQ
147760,마이크로프랜드,KOSDAQ
377480,마인즈랩,KOSDAQ
038290,마크로젠,KOSDAQ
220630,맘스터치,KOSDAQ
267980,매일유업,KOSDAQ
005990,매일홀딩스,KOSDAQ
127160,매직마이크로,KOSDAQ
093520,매커스,KOSDAQ
377030,맥스트,KOSDAQ
100590,머큐리,KOSDAQ
067280,멀티캠퍼스,KOSDAQ
072870,메가스터디,KOSDAQ
215200,메가스터디교육,KOSDAQ
133750,메가엠디,KOSDAQ
235980,메드팩토,KOSDAQ
041920,메디아나,KOSDAQ
014100,메디앙스,KOSDAQ
054180,메디콕스,KOSDAQ
086900,메디톡스,KOSDAQ
078160,메디포스트,KOSDAQ
065650,메디프론,KOSDAQ
021880,메이슨캐피탈,KOSDAQ
140410,메지온,KOSDAQ
241770,메카로,KOSDAQ
059210,메타바이오메드,KOSDAQ
058110,멕아이씨에스,KOSDAQ
096640,멜파스,KOSDAQ
257370,명성티엔에스,KOSDAQ
080420,모다이노칩,KOSDAQ
080160,모두투어,KOSDAQ
100030,모바일리더,KOSDAQ
087260,모바일어플라이언스,KOSDAQ
101330,모베이스,KOSDAQ
012860,모베이스전자,KOSDAQ
348030,모비릭스,KOSDAQ
250060,모비스,KOSDAQ
033200,모아텍,KOSDAQ
118990,모트렉스,KOSDAQ
006920,모헨즈,KOSDAQ
001810,무림SP,KOSDAQ
279600,미디어젠,KOSDAQ
095500,미래나노텍,KOSDAQ
218150,미래생명자원,KOSDAQ
353490,미래에셋대우스팩 5호,KOSDAQ
328380,미래에셋대우스팩3호,KOSDAQ
100790,미래에셋벤처투자,KOSDAQ
049950,미래컴퍼니,KOSDAQ
207760,미스터블루,KOSDAQ
059090,미코,KOSDAQ
214610,미코바이오메드,KOSDAQ
201490,미투온,KOSDAQ
950190,미투젠,KOSDAQ
214180,민앤지,KOSDAQ
206640,바디텍메드,KOSDAQ
018700,바른손,KOSDAQ
035620,바른손이앤에이,KOSDAQ
064520,바른전자,KOSDAQ
053030,바이넥스,KOSDAQ
301300,바이브컴퍼니,KOSDAQ
064550,바이오니아,KOSDAQ
314930,바이오다인,KOSDAQ
208710,바이오로그디바이스,KOSDAQ
142760,바이오리더스,KOSDAQ
086820,바이오솔루션,KOSDAQ
038460,바이오스마트,KOSDAQ
086040,바이오톡스텍,KOSDAQ
099430,바이오플러스,KOSDAQ
032980,바이온,KOSDAQ
222160,바이옵트로,KOSDAQ
308080,바이젠셀,KOSDAQ
043150,바텍,KOSDAQ
323990,박셀바이오,KOSDAQ
267790,배럴,KOSDAQ
046310,백금T&A,KOSDAQ
066410,버킷스튜디오,KOSDAQ
206400,베노홀딩스,KOSDAQ
019010,베뉴지,KOSDAQ
177350,베셀,KOSDAQ
299910,베스파,KOSDAQ
225530,보광산업,KOSDAQ
250000,보라티알,KOSDAQ
006910,보성파워텍,KOSDAQ
226340,본느,KOSDAQ
014470,부방,KOSDAQ
008470,부스타,KOSDAQ
338220,뷰노,KOSDAQ
100120,뷰웍스,KOSDAQ
337930,브랜드엑스코퍼레이션,KOSDAQ
099390,브레인즈컴퍼니,KOSDAQ
064480,브리지텍,KOSDAQ
288330,브릿지바이오테라퓨틱스,KOSDAQ
251630,브이원텍,KOSDAQ
018290,브이티지엠피,KOSDAQ
044480,블루베리 NFT,KOSDAQ
033560,블루콤,KOSDAQ
126340,비나텍,KOSDAQ
121800,비덴트,KOSDAQ
148140,비디아이,KOSDAQ
082800,비보존 헬스케어,KOSDAQ
318410,비비씨,KOSDAQ
200780,비씨월드제약,KOSDAQ
141000,비아트론,KOSDAQ
090460,비에이치,KOSDAQ
083650,비에이치아이,KOSDAQ
086670,비엠티,KOSDAQ
335890,비올,KOSDAQ
138580,비즈니스온,KOSDAQ
082920,비츠로셀,KOSDAQ
054220,비츠로시스,KOSDAQ
042370,비츠로테크,KOSDAQ
307870,비투엔,KOSDAQ
357880,비트나인,KOSDAQ
032850,비트컴퓨터,KOSDAQ
238200,비피도,KOSDAQ
093190,빅솔론,KOSDAQ
065450,빅텍,KOSDAQ
072950,빛샘전자,KOSDAQ
143240,사람인에이치알,KOSDAQ
100090,삼강엠앤티,KOSDAQ
122350,삼기,KOSDAQ
014970,삼륭물산,KOSDAQ
018310,삼목에스폼,KOSDAQ
053700,삼보모터스,KOSDAQ
009620,삼보산업,KOSDAQ
023600,삼보판지,KOSDAQ
380320,삼성머스트스팩5호,KOSDAQ
377630,삼성스팩4호,KOSDAQ
009300,삼아제약,KOSDAQ
225190,삼양옵틱스,KOSDAQ
361670,삼영에스앤씨,KOSDAQ
054540,삼영엠텍,KOSDAQ
065570,삼영이엔씨,KOSDAQ
032280,삼일,KOSDAQ
002290,삼일기업공사,KOSDAQ
037460,삼지전자,KOSDAQ
032750,삼진,KOSDAQ
054090,삼진엘앤디,KOSDAQ
000250,삼천당제약,KOSDAQ
024950,삼천리자전거,KOSDAQ
038500,삼표시멘트,KOSDAQ
017480,삼현철강,KOSDAQ
046390,삼화네트웍스,KOSDAQ
027580,상보,KOSDAQ
038540,상상인,KOSDAQ
329560,상상인이안제2호스팩,KOSDAQ
101000,상상인인더스트리,KOSDAQ
091580,상신이디피,KOSDAQ
263810,상신전자,KOSDAQ
089980,상아프론테크,KOSDAQ
042940,상지카일룸,KOSDAQ
042600,새로닉스,KOSDAQ
252990,샘씨엔에스,KOSDAQ
263540,샘코,KOSDAQ
294630,서남,KOSDAQ
038070,서린바이오,KOSDAQ
006730,서부T&D,KOSDAQ
079650,서산,KOSDAQ
100660,서암기계공업,KOSDAQ
019770,서연탑메탈,KOSDAQ
043710,서울리거,KOSDAQ
092190,서울바이오시스,KOSDAQ
046890,서울반도체,KOSDAQ
063170,서울옥션,KOSDAQ
027040,서울전자통신,KOSDAQ
018680,서울제약,KOSDAQ
093920,서원인텍,KOSDAQ
189860,서전기전,KOSDAQ
178320,서진시스템,KOSDAQ
122690,서진오토모티브,KOSDAQ
140070,서플러스글로벌,KOSDAQ
011370,서한,KOSDAQ
065710,서호전기,KOSDAQ
035890,서희건설,KOSDAQ
357550,석경에이티,KOSDAQ
003100,선광,KOSDAQ
123420,선데이토즈,KOSDAQ
171090,선익시스템,KOSDAQ
086710,선진뷰티사이언스,KOSDAQ
014620,성광벤드,KOSDAQ
037350,성도이엔지,KOSDAQ
081580,성우전자,KOSDAQ
045300,성우테크론,KOSDAQ
015750,성우하이텍,KOSDAQ
080470,성창오토텍,KOSDAQ
043260,성호전자,KOSDAQ
148150,세경하이테크,KOSDAQ
053060,세동,KOSDAQ
017510,세명전기,KOSDAQ
011560,세보엠이씨,KOSDAQ
052190,세영디앤씨,KOSDAQ
100700,세운메디칼,KOSDAQ
234100,세원,KOSDAQ
024830,세원물산,KOSDAQ
258830,세종메디칼,KOSDAQ
036630,세종텔레콤,KOSDAQ
039310,세중,KOSDAQ
067770,세진티에스,KOSDAQ
053450,세코닉스,KOSDAQ
234340,세틀뱅크,KOSDAQ
252500,세화피앤씨,KOSDAQ
347000,센코,KOSDAQ
331920,셀레믹스,KOSDAQ
049180,셀루메드,KOSDAQ
299660,셀리드,KOSDAQ
268600,셀리버리,KOSDAQ
108860,셀바스AI,KOSDAQ
208370,셀바스헬스케어,KOSDAQ
068760,셀트리온제약,KOSDAQ
091990,셀트리온헬스케어,KOSDAQ
290690,소룩스,KOSDAQ
053110,소리바다,KOSDAQ
950200,소마젠,KOSDAQ
032680,소프트센,KOSDAQ
032685,소프트센우,KOSDAQ
258790,소프트캠프,KOSDAQ
066910,손오공,KOSDAQ
043100,솔고바이오,KOSDAQ
154040,솔루에타,KOSDAQ
035610,솔본,KOSDAQ
357780,솔브레인,KOSDAQ
036830,솔브레인홀딩스,KOSDAQ
304100,솔트룩스,KOSDAQ
086980,쇼박스,KOSDAQ
050960,수산아이앤티,KOSDAQ
084180,수성이노베이션,KOSDAQ
253840,수젠텍,KOSDAQ
058530,슈펙스비앤피,KOSDAQ
236200,슈프리마,KOSDAQ
317770,슈프리마아이디,KOSDAQ
094840,슈프리마에이치큐,KOSDAQ
192440,슈피겐코리아,KOSDAQ
099440,스맥,KOSDAQ
033790,스카이문스테크놀로지,KOSDAQ
131100,스카이이앤엠,KOSDAQ
159910,스킨앤스킨,KOSDAQ
115570,스타플렉스,KOSDAQ
253450,스튜디오드래곤,KOSDAQ
204630,스튜디오산타클로스,KOSDAQ
013810,스페코,KOSDAQ
039670,스포츠서울,KOSDAQ
049830,승일,KOSDAQ
020710,시공테크,KOSDAQ
033170,시그네틱스,KOSDAQ
048870,시너지이노베이션,KOSDAQ
025320,시노펙스,KOSDAQ
269620,시스웍,KOSDAQ
131090,시큐브,KOSDAQ
139050,시티랩스,KOSDAQ
290520,신도기연,KOSDAQ
001000,신라섬유,KOSDAQ
025870,신라에스지,KOSDAQ
215600,신라젠,KOSDAQ
065350,신성델타테크,KOSDAQ
002800,신신제약,KOSDAQ
323280,신영스팩5호,KOSDAQ
344050,신영스팩6호,KOSDAQ
017000,신원종합개발,KOSDAQ
012790,신일제약,KOSDAQ
138070,신진에스엠,KOSDAQ
226330,신테카바이오,KOSDAQ
333050,신한제6호스팩,KOSDAQ
366330,신한제7호스팩,KOSDAQ
393360,신한제8호스팩,KOSDAQ
056700,신화인터텍,KOSDAQ
187270,신화콘텍,KOSDAQ
243840,신흥에스이씨,KOSDAQ
257720,실리콘투,KOSDAQ
222800,심텍,KOSDAQ
036710,심텍홀딩스,KOSDAQ
160980,싸이맥스,KOSDAQ
356890,싸이버원,KOSDAQ
217330,싸이토젠,KOSDAQ
010280,쌍용정보통신,KOSDAQ
208640,썸에이지,KOSDAQ
222420,쎄노텍,KOSDAQ
037760,쎄니트,KOSDAQ
099320,쎄트렉아이,KOSDAQ
049960,쎌바이오텍,KOSDAQ
050890,쏠리드,KOSDAQ
066790,씨씨에스,KOSDAQ
222080,씨아이에스,KOSDAQ
352480,씨앤씨인터내셔널,KOSDAQ
264660,씨앤지하이테크,KOSDAQ
352700,씨앤투스성진,KOSDAQ
297090,씨에스베어링,KOSDAQ
115530,씨엔플러스,KOSDAQ
225330,씨엠에스에듀,KOSDAQ
115480,씨유메디칼,KOSDAQ
376290,씨유테크,KOSDAQ
189330,씨이랩,KOSDAQ
096530,씨젠,KOSDAQ
900120,씨케이에이치,KOSDAQ
101240,씨큐브,KOSDAQ
060590,씨티씨바이오,KOSDAQ
260930,씨티케이,KOSDAQ
013990,아가방컴퍼니,KOSDAQ
123860,아나패스,KOSDAQ
025980,아난티,KOSDAQ
050320,아래스,KOSDAQ
058220,아리온,KOSDAQ
125210,아모그린텍,KOSDAQ
357580,아모센스,KOSDAQ
052710,아모텍,KOSDAQ
074430,아미노로직스,KOSDAQ
092040,아미코젠,KOSDAQ
083930,아바코,KOSDAQ
149950,아바텍,KOSDAQ
036010,아비코전자,KOSDAQ
050860,아세아텍,KOSDAQ
246720,아스타,KOSDAQ
067390,아스트,KOSDAQ
159010,아스플로,KOSDAQ
127710,아시아경제,KOSDAQ
154030,아시아종묘,KOSDAQ
227610,아우딘퓨쳐스,KOSDAQ
143160,아이디스,KOSDAQ
054800,아이디스홀딩스,KOSDAQ
332370,아이디피,KOSDAQ
339950,아이비김영,KOSDAQ
099190,아이센스,KOSDAQ
289010,아이스크림에듀,KOSDAQ
214430,아이쓰리시스템,KOSDAQ
040910,아이씨디,KOSDAQ
068940,아이씨케이,KOSDAQ
052860,아이앤씨,KOSDAQ
069920,아이에스이커머스,KOSDAQ
038880,아이에이,KOSDAQ
307180,아이엘사이언스,KOSDAQ
101390,아이엠,KOSDAQ
078860,아이오케이,KOSDAQ
114810,아이원스,KOSDAQ
031310,아이즈비전,KOSDAQ
185490,아이진,KOSDAQ
059100,아이컴포넌트,KOSDAQ
262840,아이퀘스트,KOSDAQ
175250,아이큐어,KOSDAQ
052460,아이크래프트,KOSDAQ
119830,아이텍,KOSDAQ
052770,아이톡시,KOSDAQ
124500,아이티센,KOSDAQ
372800,아이티아이즈,KOSDAQ
084850,아이티엠반도체,KOSDAQ
114840,아이패밀리에스씨,KOSDAQ
027360,아주IB투자,KOSDAQ
032080,아즈텍WB,KOSDAQ
013310,아진산업,KOSDAQ
059120,아진엑스텍,KOSDAQ
158430,아톤,KOSDAQ
067160,아프리카TV,KOSDAQ
001540,안국약품,KOSDAQ
053800,안랩,KOSDAQ
065660,안트로젠,KOSDAQ
297570,알로이스,KOSDAQ
260660,알리코제약,KOSDAQ
361570,알비더블유,KOSDAQ
131370,알서포트,KOSDAQ
140670,알에스오토메이션,KOSDAQ
096610,알에프세미,KOSDAQ
061040,알에프텍,KOSDAQ
148250,알엔투테크놀로지,KOSDAQ
347860,알체라,KOSDAQ
196170,알테오젠,KOSDAQ
123750,알톤스포츠,KOSDAQ
085810,알티캐스트,KOSDAQ
117670,알파홀딩스,KOSDAQ
291650,압타머사이언스,KOSDAQ
293780,압타바이오,KOSDAQ
196300,애니젠,KOSDAQ
310200,애니플러스,KOSDAQ
900100,애머릿지,KOSDAQ
205500,액션스퀘어,KOSDAQ
052790,액토즈소프트,KOSDAQ
290740,액트로,KOSDAQ
238090,앤디포스,KOSDAQ
092600,앤씨앤,KOSDAQ
129890,앱코,KOSDAQ
174900,앱클론,KOSDAQ
255440,야스,KOSDAQ
060230,얍엑스,KOSDAQ
030960,양지사,KOSDAQ
102120,어보브반도체,KOSDAQ
238120,얼라인드,KOSDAQ
019990,에너토크,KOSDAQ
136510,에디슨EV,KOSDAQ
270660,에브리봇,KOSDAQ
038680,에스넷,KOSDAQ
217480,에스디생명공학,KOSDAQ
121890,에스디시스템,KOSDAQ
097780,에스맥,KOSDAQ
042110,에스씨디,KOSDAQ
298060,에스씨엠생명과학,KOSDAQ
065420,에스아이리소스,KOSDAQ
103230,에스앤더블류,KOSDAQ
260970,에스앤디,KOSDAQ
101490,에스앤에스텍,KOSDAQ
095910,에스에너지,KOSDAQ
275630,에스에스알,KOSDAQ
031330,에스에이엠티,KOSDAQ
060540,에스에이티,KOSDAQ
